0	0	170	129	37	19
0	1	163	151	30	16
0	2	156	68	36	18
0	3	156	68	36	18
0	4	40	363	35	18
0	5	87	40	30	16
0	6	79	334	28	15
0	7	209	297	33	17
0	8	75	177	30	16
0	9	251	340	30	16
0	10	171	257	32	17
0	11	193	280	31	17
0	12	251	340	30	16
0	13	251	340	32	17
0	14	251	340	32	17
0	15	171	257	33	17
0	16	171	257	30	16
0	17	251	340	30	16
0	18	251	340	37	19
0	19	251	340	30	16
0	20	251	340	30	16
0	21	251	340	32	17
0	22	154	53	36	18
0	23	154	53	34	18
0	24	154	53	34	18
0	25	171	54	24	14
0	26	171	257	35	18
0	27	251	340	35	18
0	28	245	154	25	14
0	29	79	334	35	18
0	30	247	159	35	18
0	31	251	340	30	16
0	32	244	121	31	17
0	33	244	121	31	17
0	34	244	121	31	17
0	35	210	116	34	18
0	36	209	402	32	17
0	37	88	338	34	18
0	38	58	280	31	17
0	39	61	386	32	17
0	40	148	99	36	18
0	41	52	31	33	17
0	42	52	31	33	17
0	43	240	304	35	18
0	44	52	31	33	17
0	45	46	63	35	18
0	46	46	63	34	18
0	47	201	160	49	23
0	48	201	163	45	22
0	49	201	162	45	22
0	50	198	26	30	16
0	51	179	152	31	17
0	52	179	152	31	17
0	53	185	575	33	17
0	54	198	26	30	16
0	55	91	20	19	12
0	56	91	20	19	12
0	57	152	145	30	16
0	58	125	38	27	15
0	59	153	146	38	19
0	60	131	55	24	14
0	61	152	145	30	16
0	62	204	58	27	15
0	63	204	58	40	20
0	64	204	58	31	17
1	0	269	295	29	16
1	1	268	201	44	22
1	2	271	143	39	20
1	3	271	143	39	20
1	4	274	308	29	16
1	5	140	138	30	16
1	6	101	64	32	17
1	7	101	64	26	15
1	8	131	208	32	17
1	9	103	66	28	15
1	10	103	66	27	15
1	11	83	291	31	17
1	12	145	222	36	18
1	13	103	66	30	16
1	14	103	66	27	15
1	15	83	292	33	17
1	16	103	66	36	18
1	17	27	229	29	16
1	18	103	66	37	19
1	19	27	229	29	16
1	20	132	209	28	15
1	21	207	286	29	16
1	22	160	47	32	17
1	23	130	110	28	15
1	24	130	110	28	15
1	25	261	59	36	18
1	26	103	66	40	20
1	27	103	66	26	15
1	28	200	155	25	14
1	29	103	66	33	17
1	30	125	169	38	19
1	31	51	278	29	16
1	32	260	58	30	16
1	33	153	340	31	17
1	34	260	58	30	16
1	35	244	94	28	15
1	36	300	609	84	37
1	37	300	521	76	34
1	38	290	239	66	30
1	39	290	239	67	30
1	40	290	259	38	19
1	41	172	110	30	16
1	42	172	110	30	16
1	43	145	27	31	17
1	44	172	110	30	16
1	45	296	24	33	17
1	46	285	307	27	15
1	47	123	100	30	16
1	48	203	273	32	17
1	49	178	349	34	18
1	50	197	570	46	22
1	51	197	570	41	20
1	52	197	570	41	20
1	53	197	570	40	20
1	54	197	570	41	20
1	55	33	13	21	13
1	56	33	13	21	13
1	57	176	77	32	17
1	58	176	77	29	16
1	59	176	77	31	17
1	60	139	61	23	13
1	61	176	77	31	17
1	62	176	76	24	14
1	63	250	31	26	15
1	64	260	41	25	14
2	0	180	276	37	19
2	1	447	152	39	20
2	2	410	293	29	16
2	3	410	293	29	16
2	4	444	194	37	19
2	5	366	245	36	18
2	6	292	364	34	18
2	7	292	364	34	18
2	8	374	285	36	18
2	9	447	274	34	18
2	10	438	266	37	19
2	11	292	363	34	18
2	12	292	364	39	20
2	13	362	274	41	20
2	14	438	266	38	19
2	15	374	285	37	19
2	16	278	295	41	20
2	17	278	295	31	17
2	18	447	274	38	19
2	19	177	277	33	17
2	20	447	274	36	18
2	21	274	225	35	18
2	22	442	274	33	17
2	23	442	274	33	17
2	24	442	243	33	17
2	25	90	51	25	14
2	26	447	274	36	18
2	27	447	274	36	18
2	28	193	89	33	17
2	29	312	357	32	17
2	30	436	357	36	18
2	31	38	312	36	18
2	32	296	215	35	18
2	33	296	215	35	18
2	34	46	279	35	18
2	35	46	161	35	18
2	36	283	367	34	18
2	37	28	326	32	17
2	38	456	186	49	23
2	39	456	186	46	22
2	40	211	136	35	18
2	41	410	214	31	17
2	42	377	330	32	17
2	43	410	214	31	17
2	44	410	214	31	17
2	45	81	314	35	18
2	46	81	314	36	18
2	47	403	348	40	20
2	48	411	94	47	23
2	49	411	93	36	18
2	50	189	345	43	21
2	51	189	345	48	23
2	52	189	345	48	23
2	53	189	345	51	24
2	54	189	345	43	21
2	55	341	14	19	12
2	56	341	14	19	12
2	57	254	104	29	16
2	58	254	104	30	16
2	59	254	104	29	16
2	60	256	106	30	16
2	61	254	104	29	16
2	62	145	107	31	17
2	63	145	107	31	17
2	64	145	107	31	17
3	0	146	66	28	15
3	1	5	151	25	14
3	2	90	143	33	17
3	3	90	143	33	17
3	4	91	306	30	16
3	5	97	81	27	15
3	6	135	139	28	15
3	7	135	139	32	17
3	8	145	149	30	16
3	9	145	149	38	19
3	10	145	149	38	19
3	11	135	138	28	15
3	12	145	149	30	16
3	13	151	187	28	15
3	14	145	149	37	19
3	15	145	149	43	21
3	16	151	187	31	17
3	17	145	149	33	17
3	18	145	149	38	19
3	19	154	191	39	20
3	20	154	191	41	20
3	21	142	146	30	16
3	22	65	186	27	15
3	23	150	190	30	16
3	24	27	174	22	13
3	25	151	58	26	15
3	26	142	146	34	18
3	27	136	140	34	18
3	28	45	136	31	17
3	29	135	139	32	17
3	30	67	345	32	17
3	31	136	140	31	17
3	32	145	97	26	15
3	33	145	97	26	15
3	34	145	97	26	15
3	35	153	208	26	15
3	36	128	553	40	20
3	37	96	523	42	21
3	38	116	442	35	18
3	39	84	246	36	18
3	40	79	425	32	17
3	41	145	103	33	17
3	42	145	103	33	17
3	43	145	103	33	17
3	44	93	287	35	18
3	45	145	104	35	18
3	46	145	104	35	18
3	47	127	395	33	17
3	48	127	398	32	17
3	49	127	397	32	17
3	50	81	37	36	18
3	51	125	554	37	19
3	52	125	554	37	19
3	53	81	37	36	18
3	54	81	37	36	18
3	55	146	12	22	13
3	56	146	12	22	13
3	57	154	24	21	13
3	58	154	24	21	13
3	59	85	10	21	13
3	60	140	108	23	13
3	61	154	24	22	13
3	62	154	23	21	13
3	63	154	23	21	13
3	64	144	42	31	17
4	0	59	152	36	18
4	1	64	191	30	16
4	2	387	241	34	18
4	3	387	241	35	18
4	4	86	111	31	17
4	5	140	47	30	16
4	6	38	79	30	16
4	7	38	79	29	16
4	8	155	221	34	18
4	9	203	116	33	17
4	10	51	91	35	18
4	11	325	172	30	16
4	12	155	221	47	23
4	13	203	116	32	17
4	14	51	91	33	17
4	15	122	192	32	17
4	16	158	152	33	17
4	17	126	196	37	19
4	18	203	116	33	17
4	19	126	196	36	18
4	20	38	79	36	18
4	21	51	91	32	17
4	22	147	91	31	17
4	23	147	91	32	17
4	24	320	114	33	17
4	25	164	55	31	17
4	26	46	309	29	16
4	27	294	28	30	16
4	28	114	138	31	17
4	29	50	90	32	17
4	30	78	185	32	17
4	31	294	28	31	17
4	32	380	344	33	17
4	33	380	344	33	17
4	34	380	344	33	17
4	35	433	41	31	17
4	36	161	490	34	18
4	37	150	388	37	19
4	38	328	378	34	18
4	39	419	291	29	16
4	40	319	164	34	18
4	41	95	344	32	17
4	42	315	346	30	16
4	43	315	345	30	16
4	44	315	346	30	16
4	45	185	12	30	16
4	46	315	322	28	15
4	47	320	138	33	17
4	48	86	251	35	18
4	49	86	250	35	18
4	50	369	466	41	20
4	51	372	464	52	25
4	52	372	464	51	24
4	53	372	464	40	20
4	54	369	466	39	20
4	55	342	8	16	11
4	56	342	8	17	11
4	57	171	103	32	17
4	58	171	103	32	17
4	59	171	103	30	16
4	60	171	103	32	17
4	61	171	103	32	17
4	62	171	102	27	15
4	63	43	9	28	15
4	64	43	9	28	15
5	0	36	284	23	13
5	1	14	66	21	13
5	2	37	437	36	18
5	3	37	433	36	18
5	4	59	88	27	15
5	5	38	100	28	15
5	6	56	278	24	14
5	7	40	260	23	13
5	8	50	183	25	14
5	9	40	260	23	13
5	10	50	183	23	13
5	11	40	259	23	13
5	12	55	226	25	14
5	13	53	224	25	14
5	14	50	183	23	13
5	15	50	183	28	15
5	16	53	224	27	15
5	17	57	190	25	14
5	18	50	183	23	13
5	19	50	183	25	14
5	20	50	183	29	16
5	21	49	204	23	13
5	22	24	283	30	16
5	23	37	197	28	15
5	24	26	93	23	13
5	25	34	15	21	13
5	26	29	179	26	15
5	27	35	202	27	15
5	28	31	309	22	13
5	29	40	260	23	13
5	30	27	137	30	16
5	31	50	83	23	13
5	32	18	97	22	13
5	33	18	97	22	13
5	34	18	97	22	13
5	35	19	103	21	13
5	36	14	97	23	13
5	37	14	17	23	13
5	38	35	33	31	17
5	39	35	33	31	17
5	40	42	287	21	13
5	41	56	119	22	13
5	42	56	119	22	13
5	43	56	119	22	13
5	44	56	119	22	13
5	45	56	120	22	13
5	46	56	120	22	13
5	47	55	420	25	14
5	48	14	199	21	13
5	49	14	198	21	13
5	50	53	489	39	20
5	51	39	606	24	14
5	52	39	606	24	14
5	53	53	489	41	20
5	54	53	489	36	18
5	55	24	17	21	13
5	56	24	17	21	13
5	57	25	136	35	18
5	58	25	136	35	18
5	59	25	136	35	18
5	60	36	137	27	15
5	61	25	136	35	18
5	62	33	131	29	16
5	63	25	135	35	18
5	64	33	131	29	16
6	0	133	299	29	16
6	1	180	204	30	16
6	2	87	221	50	24
6	3	87	221	52	25
6	4	216	292	35	18
6	5	85	231	27	15
6	6	177	157	31	17
6	7	131	68	30	16
6	8	202	298	29	16
6	9	146	358	30	16
6	10	42	277	30	16
6	11	29	155	29	16
6	12	32	159	30	16
6	13	83	289	29	16
6	14	42	277	30	16
6	15	160	244	29	16
6	16	146	358	29	16
6	17	42	277	32	17
6	18	29	156	29	16
6	19	29	156	29	16
6	20	29	156	29	16
6	21	83	289	39	20
6	22	36	266	26	15
6	23	170	265	28	15
6	24	170	234	28	15
6	25	92	53	23	13
6	26	29	156	33	17
6	27	29	156	29	16
6	28	97	288	24	14
6	29	29	156	35	18
6	30	21	37	26	15
6	31	144	72	30	16
6	32	90	302	33	17
6	33	90	302	33	17
6	34	90	302	33	17
6	35	90	184	33	17
6	36	200	373	36	18
6	37	200	294	39	20
6	38	179	241	40	20
6	39	215	442	40	20
6	40	126	402	33	17
6	41	99	184	29	16
6	42	99	184	29	16
6	43	99	184	29	16
6	44	99	184	29	16
6	45	139	201	30	16
6	46	139	201	35	18
6	47	215	26	26	15
6	48	162	455	33	17
6	49	161	453	29	16
6	50	156	539	32	17
6	51	215	59	37	19
6	52	215	59	36	18
6	53	156	539	30	16
6	54	156	539	31	17
6	55	41	13	26	15
6	56	41	13	26	15
6	57	158	75	32	17
6	58	158	75	26	15
6	59	158	75	26	15
6	60	155	35	30	16
6	61	158	75	34	18
6	62	158	74	23	13
6	63	89	99	25	14
6	64	185	28	23	13
7	0	173	152	39	20
7	1	201	135	37	19
7	2	97	421	28	15
7	3	51	236	30	16
7	4	107	428	28	15
7	5	203	238	34	18
7	6	202	58	38	19
7	7	202	58	39	20
7	8	190	46	42	21
7	9	202	58	44	22
7	10	202	58	44	22
7	11	202	57	39	20
7	12	145	210	37	19
7	13	202	58	47	23
7	14	202	58	44	22
7	15	202	58	49	23
7	16	202	58	41	20
7	17	202	58	49	23
7	18	202	58	41	20
7	19	189	45	47	23
7	20	202	58	46	22
7	21	202	58	38	19
7	22	115	295	31	17
7	23	98	133	28	15
7	24	116	265	26	15
7	25	147	28	26	15
7	26	202	58	41	20
7	27	145	210	48	23
7	28	66	180	30	16
7	29	202	58	41	20
7	30	140	313	28	15
7	31	145	210	42	21
7	32	152	111	36	18
7	33	152	111	36	18
7	34	152	111	36	18
7	35	108	133	30	16
7	36	177	43	36	18
7	37	199	141	35	18
7	38	33	332	39	20
7	39	184	457	34	18
7	40	192	182	32	17
7	41	189	97	34	18
7	42	189	97	34	18
7	43	189	97	34	18
7	44	189	97	34	18
7	45	197	218	35	18
7	46	181	203	37	19
7	47	192	67	29	16
7	48	200	57	34	18
7	49	180	75	29	16
7	50	36	434	36	18
7	51	202	321	35	18
7	52	202	321	35	18
7	53	193	313	31	17
7	54	36	434	36	18
7	55	106	3	18	12
7	56	106	3	17	11
7	57	101	19	21	13
7	58	101	19	21	13
7	59	101	19	21	13
7	60	202	58	27	15
7	61	99	25	23	13
7	62	26	35	23	13
7	63	152	41	23	13
7	64	101	18	22	13
8	0	130	270	40	20
8	1	348	188	52	25
8	2	266	79	34	18
8	3	94	328	36	18
8	4	69	74	31	17
8	5	112	148	32	17
8	6	169	68	36	18
8	7	169	68	35	18
8	8	195	31	29	16
8	9	243	117	37	19
8	10	243	117	39	20
8	11	169	67	34	18
8	12	243	117	30	16
8	13	243	117	36	18
8	14	243	117	32	17
8	15	218	54	36	18
8	16	243	117	36	18
8	17	180	48	32	17
8	18	329	221	37	19
8	19	159	30	30	16
8	20	176	162	45	22
8	21	243	117	36	18
8	22	54	129	35	18
8	23	209	52	37	19
8	24	209	52	34	18
8	25	301	56	28	15
8	26	243	117	34	18
8	27	329	221	32	17
8	28	181	36	34	18
8	29	329	221	47	23
8	30	54	147	29	16
8	31	160	370	30	16
8	32	139	216	34	18
8	33	12	197	34	18
8	34	12	197	34	18
8	35	139	98	33	17
8	36	160	200	35	18
8	37	160	120	39	20
8	38	218	160	36	18
8	39	229	170	36	18
8	40	219	227	78	35
8	41	226	137	57	27
8	42	226	137	57	27
8	43	226	137	57	27
8	44	226	137	57	27
8	45	199	106	61	28
8	46	199	106	61	28
8	47	201	96	71	32
8	48	201	99	72	32
8	49	201	98	73	33
8	50	231	133	40	20
8	51	231	133	45	22
8	52	231	133	45	22
8	53	198	596	35	18
8	54	198	596	33	17
8	55	117	8	21	13
8	56	117	8	21	13
8	57	128	133	32	17
8	58	128	133	32	17
8	59	340	149	31	17
8	60	128	133	30	16
8	61	128	133	32	17
8	62	294	123	28	15
8	63	294	123	32	17
8	64	294	123	36	18
9	0	7	319	28	15
9	1	73	98	24	14
9	2	66	383	29	16
9	3	66	379	29	16
9	4	33	363	35	18
9	5	45	186	22	13
9	6	73	368	31	17
9	7	73	368	31	17
9	8	31	150	25	14
9	9	72	366	26	15
9	10	45	84	26	15
9	11	73	367	31	17
9	12	31	150	25	14
9	13	45	84	32	17
9	14	66	361	26	15
9	15	40	239	25	14
9	16	45	84	36	18
9	17	72	366	25	14
9	18	66	361	26	15
9	19	66	361	25	14
9	20	31	150	28	15
9	21	45	84	35	18
9	22	66	50	35	18
9	23	67	362	29	16
9	24	63	246	25	14
9	25	65	16	21	13
9	26	73	368	27	15
9	27	73	368	29	16
9	28	10	217	23	13
9	29	22	216	24	14
9	30	56	357	27	15
9	31	73	50	28	15
9	32	8	286	24	14
9	33	8	286	24	14
9	34	8	286	24	14
9	35	8	168	24	14
9	36	71	238	27	15
9	37	71	158	29	16
9	38	17	525	35	18
9	39	17	523	35	18
9	40	49	359	24	14
9	41	74	189	24	14
9	42	74	189	24	14
9	43	63	27	31	17
9	44	74	189	24	14
9	45	72	67	34	18
9	46	72	67	34	18
9	47	72	51	25	14
9	48	72	54	24	14
9	49	72	53	25	14
9	50	52	564	29	16
9	51	57	201	28	15
9	52	64	327	28	15
9	53	57	201	29	16
9	54	52	564	29	16
9	55	35	3	14	10
9	56	35	3	13	10
9	57	62	128	25	14
9	58	62	128	25	14
9	59	62	128	25	14
9	60	60	38	25	14
9	61	62	128	25	14
9	62	45	70	20	12
9	63	21	29	25	14
9	64	64	129	20	12
10	0	57	83	26	15
10	1	10	249	25	14
10	2	32	258	28	15
10	3	32	258	28	15
10	4	90	276	27	15
10	5	121	172	27	15
10	6	82	239	25	14
10	7	23	278	27	15
10	8	91	23	25	14
10	9	82	239	24	14
10	10	57	146	27	15
10	11	69	286	27	15
10	12	16	233	24	14
10	13	23	278	25	14
10	14	57	146	28	15
10	15	99	129	28	15
10	16	23	278	25	14
10	17	82	239	25	14
10	18	69	287	28	15
10	19	23	278	26	15
10	20	92	92	27	15
10	21	57	146	27	15
10	22	108	73	28	15
10	23	108	73	28	15
10	24	108	73	28	15
10	25	80	23	18	12
10	26	57	146	33	17
10	27	44	67	27	15
10	28	32	29	28	15
10	29	35	290	26	15
10	30	118	27	23	13
10	31	44	67	26	15
10	32	64	273	25	14
10	33	64	273	25	14
10	34	64	273	25	14
10	35	64	155	25	14
10	36	30	302	29	16
10	37	38	230	37	19
10	38	40	485	22	13
10	39	125	483	28	15
10	40	49	195	25	14
10	41	65	312	34	18
10	42	84	325	41	20
10	43	84	324	47	23
10	44	84	325	37	19
10	45	114	114	23	13
10	46	114	114	23	13
10	47	110	448	39	20
10	48	126	215	29	16
10	49	126	214	29	16
10	50	61	597	29	16
10	51	32	445	30	16
10	52	110	485	30	16
10	53	101	48	31	17
10	54	101	48	27	15
10	55	113	15	26	15
10	56	113	15	27	15
10	57	75	130	25	14
10	58	102	43	25	14
10	59	75	130	25	14
10	60	74	129	27	15
10	61	25	28	26	15
10	62	25	27	27	15
10	63	73	127	25	14
10	64	79	16	21	13
11	0	89	316	44	22
11	1	157	163	38	19
11	2	445	329	33	17
11	3	374	369	30	16
11	4	398	380	34	18
11	5	291	124	29	16
11	6	114	294	33	17
