# Options: ./swalign.x -v 0 -g 0 4 -a 1 -d seq98.fasta
# Fields: s. seqnum, q. seqnum, s. start, s. len, q. start, q. len, score
0	1	765
0	2	855
0	3	66
0	4	70
0	5	77
0	6	46
0	7	56
0	8	30
0	9	53
0	10	61
0	11	62
0	12	54
0	13	27
0	14	45
0	15	99
0	16	49
0	17	111
0	18	123
0	19	108
0	20	38
0	21	16
0	22	29
0	23	45
0	24	42
0	25	65
0	26	61
0	27	110
0	28	104
0	29	48
0	30	82
0	31	77
0	32	60
0	33	86
0	34	55
0	35	70
0	36	79
0	37	56
0	38	94
0	39	62
0	40	97
0	41	72
0	42	89
0	43	62
0	44	58
0	45	77
0	46	86
0	47	71
0	48	48
0	49	65
0	50	63
0	51	55
0	52	45
0	53	42
0	54	87
0	55	61
0	56	68
0	57	70
0	58	84
0	59	72
0	60	87
0	61	72
0	62	69
0	63	80
0	64	69
0	65	45
0	66	70
0	67	65
0	68	79
0	69	51
0	70	75
0	71	70
0	72	80
0	73	55
0	74	80
0	75	88
0	76	70
0	77	20
0	78	79
0	79	66
0	80	20
0	81	64
0	82	80
0	83	74
0	84	76
0	85	80
0	86	49
0	87	80
0	88	80
0	89	70
0	90	74
0	91	74
0	92	73
1	2	759
1	3	63
1	4	76
1	5	72
1	6	49
1	7	48
1	8	34
1	9	35
1	10	51
1	11	63
1	12	57
1	13	38
1	14	49
1	15	83
1	16	32
1	17	70
1	18	97
1	19	98
1	20	48
1	21	19
1	22	25
1	23	31
1	24	54
1	25	60
1	26	61
1	27	90
1	28	118
1	29	39
1	30	82
1	31	87
1	32	46
1	33	101
1	34	45
1	35	75
1	36	54
1	37	62
1	38	93
1	39	51
1	40	94
1	41	84
1	42	83
1	43	77
1	44	52
1	45	72
1	46	65
1	47	74
1	48	79
1	49	60
1	50	55
1	51	61
1	52	38
1	53	50
1	54	79
1	55	44
1	56	66
1	57	70
1	58	86
1	59	75
1	60	79
1	61	79
1	62	80
1	63	82
1	64	70
1	65	43
1	66	70
1	67	56
1	68	66
1	69	58
1	70	59
1	71	55
1	72	67
1	73	60
1	74	92
1	75	90
1	76	69
1	77	14
1	78	90
1	79	84
1	80	16
1	81	87
1	82	79
1	83	74
1	84	71
1	85	68
1	86	44
1	87	74
1	88	62
1	89	80
1	90	76
1	91	69
1	92	54
2	3	52
2	4	67
2	5	74
2	6	59
2	7	53
2	8	26
2	9	36
2	10	57
2	11	67
2	12	51
2	13	30
2	14	51
2	15	82
2	16	30
2	17	82
2	18	98
2	19	100
2	20	37
2	21	21
2	22	32
2	23	33
2	24	53
2	25	63
2	26	55
2	27	103
2	28	107
2	29	46
2	30	82
2	31	63
2	32	55
2	33	87
2	34	48
2	35	68
2	36	57
2	37	66
2	38	110
2	39	64
2	40	97
2	41	90
2	42	84
2	43	68
2	44	60
2	45	57
2	46	62
2	47	68
2	48	57
2	49	61
2	50	52
2	51	67
2	52	41
2	53	51
2	54	95
2	55	71
2	56	75
2	57	80
2	58	87
2	59	78
2	60	82
2	61	81
2	62	70
2	63	86
2	64	78
2	65	47
2	66	65
2	67	73
2	68	69
2	69	77
2	70	66
2	71	69
2	72	77
2	73	53
2	74	79
2	75	86
2	76	59
2	77	25
2	78	98
2	79	92
2	80	20
2	81	83
2	82	75
2	83	66
2	84	80
2	85	79
2	86	53
2	87	82
2	88	70
2	89	54
2	90	102
2	91	103
2	92	54
3	4	52
3	5	44
3	6	42
3	7	39
3	8	30
3	9	44
3	10	52
3	11	57
3	12	76
3	13	35
3	14	57
3	15	61
3	16	34
3	17	69
3	18	70
3	19	59
3	20	46
3	21	15
3	22	28
3	23	30
3	24	32
3	25	51
3	26	61
3	27	79
3	28	64
3	29	45
3	30	84
3	31	57
3	32	53
3	33	72
3	34	37
3	35	56
3	36	39
3	37	31
3	38	67
3	39	81
3	40	56
3	41	84
3	42	83
3	43	55
3	44	59
3	45	44
3	46	44
3	47	56
3	48	60
3	49	46
3	50	43
3	51	37
3	52	38
3	53	47
3	54	65
3	55	30
3	56	70
3	57	69
3	58	78
3	59	66
3	60	58
3	61	68
3	62	74
3	63	61
3	64	67
3	65	41
3	66	60
3	67	55
3	68	61
3	69	56
3	70	63
3	71	55
3	72	53
3	73	52
3	74	72
3	75	68
3	76	63
3	77	18
3	78	87
3	79	78
3	80	18
3	81	48
3	82	51
3	83	99
3	84	73
3	85	51
3	86	62
3	87	64
3	88	62
3	89	51
3	90	60
3	91	61
3	92	52
4	5	1622
4	6	40
4	7	47
4	8	35
4	9	56
4	10	63
4	11	59
4	12	66
4	13	34
4	14	50
4	15	84
4	16	30
4	17	98
4	18	89
4	19	65
4	20	68
4	21	19
4	22	42
4	23	28
4	24	59
4	25	70
4	26	45
4	27	78
4	28	104
4	29	46
4	30	69
4	31	77
4	32	63
4	33	77
4	34	50
4	35	111
4	36	71
4	37	44
4	38	75
4	39	53
4	40	80
4	41	83
4	42	85
4	43	64
4	44	84
4	45	91
4	46	50
4	47	63
4	48	61
4	49	53
4	50	40
4	51	49
4	52	44
4	53	58
4	54	81
4	55	55
4	56	84
4	57	115
4	58	88
4	59	71
4	60	81
4	61	87
4	62	97
4	63	96
4	64	87
4	65	49
4	66	72
4	67	51
4	68	72
4	69	61
4	70	56
4	71	40
4	72	111
4	73	49
4	74	70
4	75	93
4	76	61
4	77	30
4	78	71
4	79	97
4	80	21
4	81	87
4	82	67
4	83	79
4	84	84
4	85	70
4	86	47
4	87	65
4	88	64
4	89	59
4	90	80
4	91	78
4	92	46
5	6	38
5	7	42
5	8	36
5	9	48
5	10	64
5	11	59
5	12	81
5	13	32
5	14	46
5	15	76
5	16	33
5	17	85
5	18	80
5	19	62
5	20	79
5	21	19
5	22	44
5	23	27
5	24	66
5	25	78
5	26	42
5	27	70
5	28	118
5	29	52
5	30	54
5	31	68
5	32	49
5	33	73
5	34	49
5	35	112
5	36	81
5	37	46
5	38	63
5	39	52
5	40	82
5	41	83
5	42	89
5	43	66
5	44	83
5	45	87
5	46	55
5	47	79
5	48	65
5	49	53
5	50	42
5	51	50
5	52	39
5	53	51
5	54	75
5	55	51
5	56	117
5	57	102
5	58	94
5	59	91
5	60	81
5	61	118
5	62	114
5	63	115
5	64	112
5	65	51
5	66	76
5	67	54
5	68	82
5	69	60
5	70	64
5	71	50
5	72	110
5	73	50
5	74	96
5	75	92
5	76	59
5	77	25
5	78	69
5	79	107
5	80	22
5	81	82
5	82	69
5	83	69
5	84	87
5	85	61
5	86	58
5	87	60
5	88	78
5	89	58
5	90	91
5	91	84
5	92	65
6	7	369
6	8	54
6	9	52
6	10	43
6	11	48
6	12	42
6	13	33
6	14	54
6	15	64
6	16	29
6	17	57
6	18	57
6	19	42
6	20	63
6	21	19
6	22	25
6	23	52
6	24	60
6	25	38
6	26	52
6	27	60
6	28	86
6	29	39
6	30	57
6	31	58
6	32	42
6	33	55
6	34	34
6	35	40
6	36	32
6	37	26
6	38	44
6	39	48
6	40	41
6	41	43
6	42	68
6	43	53
6	44	51
6	45	78
6	46	56
6	47	72
6	48	44
6	49	37
6	50	34
6	51	53
6	52	28
6	53	38
6	54	54
6	55	44
6	56	40
6	57	47
6	58	67
6	59	42
6	60	53
6	61	41
6	62	42
6	63	42
6	64	36
6	65	37
6	66	48
6	67	34
6	68	37
6	69	35
6	70	40
6	71	32
6	72	46
6	73	25
6	74	62
6	75	49
6	76	39
6	77	14
6	78	55
6	79	73
6	80	20
6	81	47
6	82	68
6	83	48
6	84	47
6	85	39
6	86	41
6	87	47
6	88	55
6	89	38
6	90	44
6	91	39
6	92	40
7	8	54
7	9	49
7	10	53
7	11	61
7	12	51
7	13	26
7	14	39
7	15	55
7	16	29
7	17	49
7	18	39
7	19	41
7	20	60
7	21	22
7	22	21
7	23	67
7	24	39
7	25	36
7	26	46
7	27	51
7	28	65
7	29	41
7	30	49
7	31	44
7	32	35
7	33	54
7	34	32
7	35	39
7	36	44
7	37	26
7	38	51
7	39	43
7	40	67
7	41	50
7	42	49
7	43	42
7	44	40
7	45	70
7	46	39
7	47	53
7	48	42
7	49	37
7	50	26
7	51	37
7	52	34
7	53	41
7	54	49
7	55	40
7	56	39
7	57	40
7	58	38
7	59	37
7	60	56
7	61	41
7	62	42
7	63	41
7	64	40
7	65	38
7	66	42
7	67	46
7	68	38
7	69	49
7	70	39
7	71	41
7	72	42
7	73	33
7	74	58
7	75	41
7	76	43
7	77	24
7	78	42
7	79	58
7	80	19
7	81	49
7	82	49
7	83	56
7	84	61
7	85	46
7	86	39
7	87	50
7	88	42
7	89	41
7	90	45
7	91	42
7	92	41
8	9	30
8	10	32
8	11	31
8	12	32
8	13	26
8	14	37
8	15	46
8	16	27
8	17	30
8	18	35
8	19	31
8	20	36
8	21	12
8	22	17
8	23	39
8	24	42
8	25	26
8	26	24
8	27	28
8	28	62
8	29	27
8	30	24
8	31	34
8	32	28
8	33	45
8	34	35
8	35	32
8	36	30
8	37	27
8	38	29
8	39	32
8	40	40
8	41	39
8	42	47
8	43	48
8	44	31
8	45	41
8	46	32
8	47	63
8	48	23
8	49	27
8	50	22
8	51	27
8	52	29
8	53	27
8	54	35
8	55	38
8	56	24
8	57	43
8	58	31
8	59	24
8	60	44
8	61	22
8	62	26
8	63	23
8	64	27
8	65	22
8	66	26
8	67	29
8	68	25
8	69	25
8	70	34
8	71	34
8	72	34
8	73	42
8	74	37
8	75	32
8	76	33
8	77	16
8	78	27
8	79	45
8	80	11
8	81	39
8	82	35
8	83	36
8	84	30
8	85	37
8	86	38
8	87	31
8	88	36
8	89	37
8	90	45
8	91	45
8	92	33
9	10	63
9	11	55
9	12	60
9	13	33
9	14	51
9	15	55
9	16	38
9	17	49
9	18	67
9	19	64
9	20	54
9	21	26
9	22	30
9	23	61
9	24	52
9	25	78
9	26	59
9	27	50
9	28	75
9	29	36
9	30	53
9	31	66
9	32	45
9	33	38
9	34	41
9	35	56
9	36	52
9	37	28
9	38	51
9	39	40
9	40	56
9	41	56
9	42	58
9	43	44
9	44	50
9	45	52
9	46	56
9	47	87
9	48	47
9	49	41
9	50	36
9	51	43
9	52	42
9	53	35
9	54	67
9	55	35
9	56	49
9	57	55
9	58	57
9	59	59
9	60	66
9	61	57
9	62	64
9	63	58
9	64	52
9	65	40
9	66	58
9	67	58
9	68	60
9	69	63
9	70	61
9	71	54
9	72	63
9	73	27
9	74	84
9	75	52
9	76	63
9	77	20
9	78	69
9	79	57
9	80	20
9	81	49
9	82	53
9	83	62
9	84	65
9	85	68
9	86	40
9	87	52
9	88	50
9	89	80
9	90	45
9	91	59
9	92	47
10	11	77
10	12	72
10	13	31
10	14	49
10	15	88
10	16	34
10	17	72
10	18	91
10	19	81
10	20	50
10	21	29
10	22	29
10	23	43
10	24	47
10	25	93
10	26	63
10	27	69
10	28	67
10	29	48
10	30	63
10	31	68
10	32	52
10	33	64
10	34	44
10	35	101
10	36	65
10	37	40
10	38	76
10	39	52
10	40	78
10	41	75
10	42	88
10	43	74
10	44	59
10	45	80
10	46	45
10	47	77
10	48	81
10	49	61
10	50	36
10	51	47
10	52	49
10	53	42
10	54	78
10	55	71
10	56	66
10	57	66
10	58	72
10	59	63
10	60	82
10	61	66
10	62	68
10	63	58
10	64	61
10	65	48
10	66	60
10	67	66
10	68	67
10	69	67
10	70	60
10	71	73
10	72	83
10	73	46
10	74	59
10	75	76
10	76	108
10	77	24
10	78	86
10	79	55
10	80	22
10	81	67
10	82	61
10	83	68
10	84	62
10	85	49
10	86	71
10	87	90
10	88	67
10	89	62
10	90	77
10	91	75
10	92	69
11	12	72
11	13	52
11	14	89
11	15	117
11	16	37
11	17	111
11	18	116
11	19	124
11	20	83
11	21	27
11	22	36
11	23	48
11	24	44
11	25	93
11	26	60
11	27	120
11	28	122
11	29	41
11	30	130
11	31	98
11	32	70
11	33	90
11	34	46
11	35	103
11	36	69
11	37	50
11	38	113
11	39	71
11	40	85
11	41	127
11	42	107
11	43	79
11	44	94
11	45	97
11	46	91
11	47	88
11	48	87
11	49	54
11	50	47
11	51	71
11	52	42
11	53	66
11	54	151
11	55	64
11	56	95
11	57	121
11	58	97
11	59	83
11	60	94
11	61	96
11	62	93
11	63	86
11	64	84
11	65	49
11	66	86
11	67	106
11	68	102
11	69	88
11	70	87
11	71	84
11	72	91
11	73	44
11	74	100
11	75	136
11	76	97
11	77	24
11	78	115
11	79	94
11	80	20
11	81	90
11	82	103
11	83	86
11	84	87
11	85	102
11	86	79
11	87	111
11	88	77
11	89	76
11	90	92
11	91	103
11	92	81
12	13	131
12	14	533
12	15	85
12	16	33
12	17	60
12	18	69
12	19	79
12	20	388
12	21	29
12	22	37
12	23	42
12	24	52
12	25	68
12	26	50
12	27	64
12	28	70
12	29	59
12	30	62
12	31	70
12	32	66
12	33	46
12	34	38
12	35	79
12	36	52
12	37	44
12	38	51
12	39	53
12	40	56
12	41	80
12	42	84
12	43	81
12	44	76
12	45	78
12	46	384
12	47	388
12	48	80
12	49	61
12	50	37
12	51	36
12	52	40
12	53	47
12	54	89
12	55	43
12	56	79
12	57	97
12	58	68
12	59	69
12	60	65
12	61	72
12	62	70
12	63	83
12	64	62
12	65	35
12	66	79
12	67	66
12	68	75
12	69	59
12	70	61
12	71	69
12	72	66
12	73	56
12	74	94
12	75	84
12	76	72
12	77	19
12	78	80
12	79	44
12	80	19
12	81	64
12	82	73
12	83	56
12	84	66
12	85	59
12	86	114
12	87	81
12	88	74
12	89	50
12	90	55
12	91	59
12	92	100
13	14	223
13	15	27
13	16	24
13	17	35
13	18	34
13	19	36
13	20	143
13	21	11
13	22	25
13	23	31
13	24	26
13	25	39
13	26	35
13	27	26
13	28	35
13	29	29
13	30	35
13	31	25
13	32	26
13	33	21
13	34	27
13	35	30
13	36	33
13	37	20
13	38	28
13	39	36
13	40	34
13	41	48
13	42	34
13	43	38
13	44	49
13	45	36
13	46	112
13	47	116
13	48	43
13	49	34
13	50	19
13	51	21
13	52	24
13	53	26
13	54	41
13	55	34
13	56	35
13	57	35
13	58	38
13	59	35
13	60	36
13	61	40
13	62	44
13	63	44
13	64	41
13	65	29
13	66	36
13	67	37
13	68	39
13	69	36
13	70	42
13	71	34
13	72	32
13	73	33
13	74	38
13	75	37
13	76	31
13	77	12
13	78	39
13	79	31
13	80	14
13	81	38
13	82	28
13	83	27
13	84	39
13	85	34
13	86	48
13	87	33
13	88	34
13	89	29
13	90	30
13	91	33
13	92	40
14	15	62
14	16	37
14	17	57
14	18	67
14	19	62
14	20	358
14	21	30
14	22	31
14	23	51
14	24	47
14	25	57
14	26	49
14	27	53
14	28	71
14	29	58
14	30	78
14	31	59
14	32	42
14	33	36
14	34	36
14	35	75
14	36	60
14	37	33
14	38	53
14	39	66
14	40	78
14	41	75
14	42	83
14	43	94
14	44	78
14	45	97
14	46	320
14	47	310
14	48	59
14	49	53
14	50	42
14	51	37
14	52	45
14	53	39
14	54	96
14	55	44
14	56	64
14	57	65
14	58	59
14	59	83
14	60	77
14	61	83
14	62	74
14	63	69
14	64	66
14	65	52
14	66	49
14	67	77
14	68	64
14	69	73
14	70	83
14	71	83
14	72	51
14	73	47
14	74	71
14	75	92
14	76	68
14	77	19
14	78	92
14	79	49
14	80	17
14	81	61
14	82	64
14	83	64
14	84	74
14	85	53
14	86	100
14	87	87
14	88	66
14	89	41
14	90	58
14	91	73
14	92	88
15	16	30
15	17	91
15	18	86
15	19	99
15	20	62
15	21	24
15	22	35
