# Options: ./swalign.x -s unitscoreDNAlower.txt -i -2 -v -a 2 -d smrt100-2000.fna -q smrt100-2000.fna
# Fields: s. seqnum, q. seqnum, s. start, s. len, q. start, q. len, score, strand
0	1	3	1540	46	1603	401	-
0	2	2	1525	10	1478	379	+
0	3	19	1523	93	1457	371	-
0	4	333	1207	30	1107	269	-
0	5	211	1188	22	1210	307	-
0	6	988	523	3	516	135	+
0	7	322	1033	20	1022	282	-
0	8	53	1495	320	1485	375	+
0	9	50	1499	6	1529	358	+
0	10	838	699	2	665	186	-
0	11	17	1231	88	1226	338	+
0	12	100	1445	44	1458	359	-
0	13	18	1412	14	1353	334	+
0	14	828	619	18	628	185	+
1	2	29	1602	2	1504	360	-
1	3	12	1532	53	1559	388	-
1	4	314	1003	128	1009	242	-
1	5	47	1242	7	1225	333	+
1	6	921	546	8	515	138	-
1	7	489	1040	0	1039	265	-
1	8	0	1662	143	1661	375	+
1	9	23	1554	10	1528	400	+
1	10	631	717	11	648	177	+
1	11	335	1323	69	1250	315	+
1	12	108	1552	16	1475	385	+
1	13	29	1391	3	1402	385	+
1	14	968	644	0	649	179	+
2	3	83	1425	19	1364	363	+
2	4	344	1058	21	1101	266	+
2	5	361	1143	6	1154	308	+
2	6	565	521	9	510	150	+
2	7	491	1020	1	1040	279	+
2	8	67	1448	181	1463	375	+
2	9	71	1441	0	1377	335	+
2	10	92	666	19	645	179	+
2	11	19	1223	38	1284	320	+
2	12	48	1433	8	1506	360	-
2	13	201	1311	97	1287	336	-
2	14	832	628	0	639	180	-
3	4	1	1109	69	1065	289	+
3	5	442	1169	62	1174	313	-
3	6	978	511	50	478	137	+
3	7	284	1161	2	1042	286	+
3	8	4	1608	17	1599	380	-
3	9	78	1528	51	1486	401	-
3	10	4	680	17	650	180	+
3	11	4	1363	5	1307	363	+
3	12	18	1592	1	1510	372	+
3	13	88	1504	24	1381	377	-
3	14	203	671	0	642	174	-
4	5	5	1121	43	1151	267	-
4	6	20	326	44	322	133	-
4	7	102	1014	2	1042	227	+
4	8	30	1083	248	1137	285	-
4	9	33	1102	365	1110	257	+
4	10	462	674	1	642	172	+
4	11	0	1130	7	1102	259	+
4	12	16	1111	64	1128	251	+
4	13	19	1108	213	1185	253	+
4	14	428	599	22	596	169	-
5	6	72	524	3	524	136	-
5	7	28	1046	33	1015	266	-
5	8	2	1234	212	1249	314	+
5	9	2	1218	2	1279	328	-
5	10	461	666	35	621	179	-
5	11	0	1114	100	1206	294	+
5	12	101	1136	355	1157	341	-
5	13	4	1229	1	1209	309	-
5	14	38	637	21	616	179	-
6	7	60	463	155	496	136	-
6	8	19	505	679	478	145	+
6	9	10	516	613	512	137	+
6	10	1	523	60	548	152	+
6	11	1	525	33	506	156	+
6	12	0	529	420	536	138	-
6	13	2	525	654	556	126	+
6	14	101	421	4	442	127	+
7	8	3	1001	349	993	280	-
7	9	44	1004	495	1035	267	-
7	10	241	695	5	662	204	+
7	11	0	1049	11	971	256	+
7	12	2	1047	95	1103	264	+
7	13	1	1040	109	1127	274	+
7	14	100	677	10	627	177	-
8	9	58	1609	4	1536	349	+
8	10	681	661	23	639	203	-
8	11	6	1335	0	1302	315	+
8	12	275	1537	23	1492	364	-
8	13	186	1458	1	1392	345	-
8	14	192	636	1	644	190	+
9	10	393	633	2	642	181	-
9	11	308	1225	50	1261	323	+
9	12	101	1435	14	1484	390	+
9	13	114	1365	2	1382	355	-
9	14	711	654	5	645	179	+
10	11	0	661	22	632	175	+
10	12	33	631	318	655	172	-
10	13	3	618	730	632	195	+
10	14	29	551	95	546	139	+
11	12	110	1211	277	1237	304	-
11	13	42	1269	73	1293	316	+
11	14	424	657	0	649	179	+
12	13	31	1235	9	1277	345	-
12	14	284	688	11	634	184	-
13	14	2	605	17	619	183	+
